日期,证券代码,证券名称,买卖方向,成交价格,成交数量,成交金额
20241225,002307,北新路桥,卖出,4.80,-1000000,-4800000.00
20241225,000810,创维数字,买入,16.00,316300,5060800.00
20241225,301110,青木科技,买入,73.03,3900,284817.00
20241225,300793,佳禾智能,买入,22.08,675000,14900737.50
20241226,603777,来伊份,买入,16.30,48800,795440.00
20241226,000810,创维数字,卖出,17.64,-316300,-5580101.34
20241226,300793,佳禾智能,卖出,21.77,-675000,-14697651.56
20241226,301110,青木科技,卖出,75.49,-3900,-294425.04
20241226,603777,来伊份,卖出,16.26,-597700,-9720827.87
20241227,603777,来伊份,买入,14.81,250000,3702500.00
20241227,002577,雷柏科技,买入,20.15,446300,8994121.28
20241227,600580,卧龙电驱,买入,18.70,385500,7208850.00
20241230,600580,卧龙电驱,卖出,19.75,-385500,-7613625.00
20241230,002045,国光电器,买入,22.75,235600,5359900.00
20241230,002577,雷柏科技,买入,21.54,63700,1372098.00
20241230,002577,雷柏科技,卖出,20.89,-446300,-9321184.98
20241230,603777,来伊份,卖出,14.10,-298800,-4211813.17
20241231,002577,雷柏科技,卖出,20.07,-63700,-1278325.94
20241231,300548,博创科技,买入,46.50,75000,3487357.50
20241231,603286,日盈电子,买入,20.59,35400,728886.00
20241231,002045,国光电器,卖出,22.57,-235600,-5317038.00
