日期,成交时间,证券代码,证券名称,买卖方向,成交价格,成交数量,成交金额
20241210,10:30:00,688787,海天瑞声,买入,117,4592,537264
20241210,10:30:00,688787,海天瑞声,买入,117.21,3407,399334.47
20241210,10:30:00,688787,海天瑞声,买入,115.9625,6078,704820.36
20241210,10:30:00,688787,海天瑞声,买入,116.22,3788,440241.36
20241210,,001217,华尔泰,卖出,13.32,-9100,121212
20241210,,001217,华尔泰,卖出,13.32,-63800,849816
20241210,,001217,华尔泰,卖出,13.2941,-17500,232646
20241210,10:30:00,688787,海天瑞声,买入,114.1,4089,466554.9
20241210,,001217,华尔泰,卖出,13.1915,-148800,1962888
20241210,10:30:00,688787,海天瑞声,买入,114.02,881,100451.62
20241210,10:30:00,688787,海天瑞声,买入,114.1695,6188,706480.92
20241210,,001217,华尔泰,卖出,13.0504,-34200,446323
20241210,10:30:00,688787,海天瑞声,买入,114.17,1669,190549.73
20241210,10:30:00,688787,海天瑞声,买入,114.17,5749,656363.33
20241210,10:30:00,688787,海天瑞声,买入,114.22,5788,661105.36
20241210,10:30:00,688787,海天瑞声,买入,114.2,17368,1983425.6
20241210,10:30:00,688787,海天瑞声,买入,114.2138,8683,991718.57
20241211,10:30:00,001217,华尔泰,买入,13.01,57100,742871
20241211,10:30:00,001217,华尔泰,买入,13.03,42800,557684
20241211,10:30:00,001217,华尔泰,买入,13,64400,837200
20241211,,601933,永辉超市,卖出,6.28,-352200,2211816
20241211,,601933,永辉超市,卖出,6.26,-647800,4055228
20241211,,688787,海天瑞声,卖出,124.63,-17070,2127434.1
20241211,,301085,亚康股份,卖出,75.85,-75800,5749430
20241211,10:30:00,831304,迪尔化工,买入,15.756,9476,149304.08
20241211,,688787,海天瑞声,卖出,129.0373,-12000,1548447.5
20241211,10:30:00,831304,迪尔化工,买入,15.648,8676,135762.48
20241211,,688787,海天瑞声,卖出,134.9405,-8215,1108536.6
20241211,,688787,海天瑞声,卖出,133.9148,-10331,1383474.09
20241211,,688787,海天瑞声,卖出,133.0399,-6888,916378.8
20241211,10:30:00,688229,博睿数据,买入,49.9766,50000,2498831.13
20241211,10:30:00,831304,迪尔化工,买入,15.31,9734,149027.54
20241211,,688787,海天瑞声,卖出,132,-3444,454608
20241211,,688787,海天瑞声,卖出,131.99,-80,10559.2
20241211,10:30:00,831304,迪尔化工,买入,15.4,69965,1077461
20241211,10:30:00,831304,迪尔化工,买入,15.11,53822,813250.42
20241211,,688787,海天瑞声,卖出,132.9905,-10252,1363418.68
20241211,10:30:00,300310,宜通世纪,买入,9.4371,300000,2831133
20241212,,300310,宜通世纪,卖出,9.8,-150000,1470000
20241212,,688229,博睿数据,卖出,50.47,-12500,630875
20241212,,300310,宜通世纪,卖出,9.84,-150000,1476000
20241212,,688229,博睿数据,卖出,50.0003,-18750,937505.22
20241212,,300310,宜通世纪,卖出,9.8401,-150000,1476022
20241212,,300310,宜通世纪,卖出,9.96,-36400,362544
20241212,,300310,宜通世纪,卖出,9.9,-100000,990000
20241212,,300310,宜通世纪,卖出,9.88,-147600,1458288
20241212,10:30:00,000795,英洛华,买入,11.54,142000,1638680
20241212,10:30:00,000795,英洛华,买入,11.59,99400,1152046
20241212,,688229,博睿数据,卖出,47.8013,-4687,224044.6
20241212,,300310,宜通世纪,卖出,9.79,-75400,738166
20241212,,300310,宜通世纪,卖出,9.81,-75500,740655
20241212,,688229,博睿数据,卖出,47.8514,-7031,336443.35
20241212,,688229,博睿数据,卖出,47.77,-7032,335918.64
20241212,10:30:00,603598,引力传媒,买入,21.93,177700,3896961
20241212,10:30:00,603598,引力传媒,买入,21.93,153100,3357483
20241212,,001217,华尔泰,卖出,13.7587,-82100,1129591
20241212,,001217,华尔泰,卖出,13.7427,-82200,1129654
20241212,,831304,迪尔化工,卖出,14.4005,-34396,495317.95
20241212,,831304,迪尔化工,卖出,14.74,-29319,432162.06
20241212,,831304,迪尔化工,卖出,14.5874,-33247,484988.16
20241212,,831304,迪尔化工,卖出,14.57,-54711,797139.27
20241212,10:30:00,300442,润泽科技,买入,42.9056,146700,6294251
20241212,10:30:00,300442,润泽科技,买入,43.7,36100,1577570
20241213,,603598,引力传媒,卖出,22.5906,-15700,354673
20241213,,603598,引力传媒,卖出,22.99,-45900,1055241
20241213,,603598,引力传媒,卖出,22.9933,-134600,3094900
20241213,,603598,引力传媒,卖出,22.8508,-67300,1537858
20241213,,603598,引力传媒,卖出,22.8501,-67300,1537809
20241213,10:30:00,839493,并行科技,买入,68.8864,27713,1909048.88
20241213,10:30:00,839493,并行科技,买入,69,4706,324714
20241213,10:30:00,839493,并行科技,买入,69.8102,20205,1410514.43
20241213,10:30:00,300177,中海达,买入,16.68,228200,3806376
20241213,,000795,英洛华,卖出,11.3,-241400,2727820
20241213,,300442,润泽科技,卖出,49.8912,-182800,9120118
20241216,,839493,并行科技,卖出,69.49,-12476,866957.24
20241216,,839493,并行科技,卖出,69.4,-66,4580.4
20241216,10:30:00,300442,润泽科技,买入,47.32,13400,634088
20241216,10:30:00,300442,润泽科技,买入,47.11,58000,2732380
20241216,10:30:00,300442,润泽科技,买入,47.015,43900,2063957
20241216,,839493,并行科技,卖出,68.99,-6578,453816.22
20241216,,300177,中海达,卖出,16.0059,-228200,3652544
20241216,,839493,并行科技,卖出,69.6,-8376,582969.6
20241216,,839493,并行科技,卖出,69.88,-6282,438986.16
20241216,,839493,并行科技,卖出,69.85,-6282,438797.7
20241216,,839493,并行科技,卖出,70.1635,-12564,881534.65
20241216,10:30:00,002843,泰嘉股份,买入,21.2593,91500,1945230
20241216,10:30:00,002103,广博股份,买入,14.73,333300,4909509
20241217,,002103,广博股份,卖出,14.7142,-295800,4352470
20241217,,000759,中百集团,卖出,8.7,-500000,4350000
20241217,,300442,润泽科技,卖出,46.515,-115300,5363180.4
20241217,10:30:00,601933,永辉超市,买入,6.88,1000000,6880000
20241217,,002103,广博股份,卖出,13.26,-37500,497250
20241217,,002843,泰嘉股份,卖出,19.53,-22800,445284
20241217,,002843,泰嘉股份,卖出,19.4971,-17100,333400
20241217,,002843,泰嘉股份,卖出,19.4817,-12900,251314
20241217,,002843,泰嘉股份,卖出,19.54,-12900,252066
20241217,,002843,泰嘉股份,卖出,19.5097,-25800,503350
20241218,,601933,永辉超市,卖出,6.5026,-1000000,6502597
20241219,10:30:00,000802,北京文化,买入,7.61,333300,2536413
20241219,10:30:00,603103,横店影视,买入,15.32,88200,1351224
20241219,10:30:00,000802,北京文化,买入,7.5099,100000,750988
20241219,10:30:00,300442,润泽科技,买入,50.0496,30000,1501488
20241219,10:30:00,300442,润泽科技,买入,50.11,29000,1453190
20241219,10:30:00,300442,润泽科技,买入,50.06,26200,1311572
20241219,10:30:00,839493,并行科技,买入,63.02,8896,560625.92
20241219,10:30:00,839493,并行科技,买入,63.55,23857,1516112.35
20241219,10:30:00,839493,并行科技,买入,63.55,23850,1515667.5
20241219,10:30:00,839493,并行科技,买入,64,9274,593536
20241219,10:30:00,839493,并行科技,买入,69,4686,323334
20241219,10:30:00,600645,中源协和,买入,21.32,51900,1106508
20241219,10:30:00,600645,中源协和,买入,21.4246,96200,2061042
20241219,10:30:00,600645,中源协和,买入,21.5057,72200,1552713
20241219,10:30:00,600645,中源协和,买入,21.4922,70000,1504452
20241219,10:30:00,600645,中源协和,买入,21.4072,48700,1042530
20241219,10:30:00,600645,中源协和,买入,21.44,24400,523136
20241219,10:30:00,600645,中源协和,买入,21.41,72800,1558648
20241219,10:30:00,300238,冠昊生物,买入,14.0386,68200,957430
20241219,10:30:00,600645,中源协和,买入,21.4427,76300,1636077
20241219,10:30:00,300238,冠昊生物,买入,14.1485,30000,424455
20241219,10:30:00,300238,冠昊生物,买入,14.13,30000,423900
20241219,10:30:00,300238,冠昊生物,买入,14.1554,29700,420414
20241219,10:30:00,600645,中源协和,买入,21.5029,145700,3132975
20241219,10:30:00,300238,冠昊生物,买入,14.1687,100000,1416865
20241219,10:30:00,300238,冠昊生物,买入,14.15,75000,1061250
20241220,,600645,中源协和,卖出,21.291,-65800,1400948
20241220,,600645,中源协和,卖出,21.33,-8600,183438
20241220,,300238,冠昊生物,卖出,14.09,-45700,643913
20241220,,300238,冠昊生物,卖出,14.09,-28900,407201
20241220,,600645,中源协和,卖出,21.3743,-58300,1246123
20241220,,300442,润泽科技,卖出,57.48,-85200,4897296
20241220,,300238,冠昊生物,卖出,14.1001,-121700,1715987
20241220,10:30:00,688256,寒武纪,买入,632.57,6065,3836537.05
20241220,,600645,中源协和,卖出,21.33,-52500,1119825
20241220,,600645,中源协和,卖出,21.31,-47300,1007963
20241220,,600645,中源协和,卖出,21.32,-42500,906100
20241220,,839493,并行科技,卖出,69.5087,-17640,1226132.8
20241220,,839493,并行科技,卖出,70.0014,-22809,1596662.79
20241220,,300238,冠昊生物,卖出,14.0417,-64300,902880
20241220,,600645,中源协和,卖出,21.26,-38300,814258
20241220,,839493,并行科技,卖出,69.99,-7528,526884.72
20241220,,839493,并行科技,卖出,69.917,-22586,1579146.21
20241220,,600645,中源协和,卖出,21.24,-34400,730656
20241220,,600645,中源协和,卖出,21.34,-31000,661540
20241220,,600645,中源协和,卖出,21.3561,-69800,1490658
20241220,,600645,中源协和,卖出,21.36,-52400,1119264
20241220,,600645,中源协和,卖出,21.37,-39300,839841
20241220,,300238,冠昊生物,卖出,13.9414,-72300,1007962
20241220,,600645,中源协和,卖出,21.3702,-29500,630420
20241220,,600645,中源协和,卖出,21.33,-22100,471393
20241220,,600645,中源协和,卖出,21.4701,-16600,356403
20241220,,600645,中源协和,卖出,21.4201,-49800,1066721
20241220,10:30:00,688256,寒武纪,买入,655.219,4699,3078874.13
20241220,10:30:00,688256,寒武纪,买入,656.43,3519,2309977.17
20241223,10:30:00,688571,杭华股份,买入,7.5656,50000,378279.18
20241223,10:30:00,688571,杭华股份,买入,7.4798,100000,747975.66
20241223,10:30:00,688571,杭华股份,买入,7.51,25000,187750
20241223,10:30:00,688571,杭华股份,买入,7.58,11200,84896
20241223,10:30:00,688571,杭华股份,买入,7.67,50000,383500
20241223,10:30:00,688571,杭华股份,买入,7.7,100000,770000
20241223,,603103,横店影视,卖出,15.313,-88200,1350603.6
20241223,,000802,北京文化,卖出,6.9001,-233900,1613927
20241223,,000802,北京文化,卖出,6.8047,-199400,1356858
20241223,10:30:00,002281,光迅科技,买入,56.3878,33800,1905907
20241223,10:30:00,002281,光迅科技,买入,56.8,16700,948560
20241223,10:30:00,002281,光迅科技,买入,56.84,16800,954912
20241223,10:30:00,002281,光迅科技,买入,56.73,14200,805566
20241223,10:30:00,002281,光迅科技,买入,56.91,5500,313005
20241223,10:30:00,002281,光迅科技,买入,57.6068,13700,789213
20241223,,688256,寒武纪,卖出,649,-3570,2316930
20241223,,688256,寒武纪,卖出,648.99,-644,417949.56
20241223,,688256,寒武纪,卖出,648.75,-10069,6532263.75
20241224,,688571,杭华股份,卖出,7.8,-50000,390000
20241224,,688571,杭华股份,卖出,7.8,-100000,780000
20241224,,688571,杭华股份,卖出,7.8,-100000,780000
20241224,10:30:00,002307,北新路桥,买入,4.41,1000000,4410000
20241224,,688571,杭华股份,卖出,7.69,-28733,220956.77
20241224,,688571,杭华股份,卖出,7.72,-57467,443645.24
20241224,10:30:00,603777,来伊份,买入,14.2428,257700,3670365
20241224,10:30:00,603777,来伊份,买入,14.91,240000,3578400
20241224,10:30:00,603777,来伊份,买入,14.91,100000,1491000
20241224,,002281,光迅科技,卖出,56.3,-100700,5669410
20241225,,002307,北新路桥,卖出,4.8,-1000000,4800000
20241225,10:30:00,000810,创维数字,买入,16,316300,5060800
20241225,10:30:00,301110,青木科技,买入,73.03,3900,284817
20241225,10:30:00,300793,佳禾智能,买入,21.9901,300000,6597026
20241225,10:30:00,300793,佳禾智能,买入,22.5405,75000,1690541
20241225,10:30:00,300793,佳禾智能,买入,22.0439,300000,6613155.6
20241226,10:30:00,603777,来伊份,买入,16.3,48800,795440
20241226,,000810,创维数字,卖出,17.6418,-316300,5580115
20241226,,300793,佳禾智能,卖出,21.47,-75000,1610250
20241226,,300793,佳禾智能,卖出,21.35,-75000,1601250
20241226,,300793,佳禾智能,卖出,21.496,-150000,3224403
20241226,,300793,佳禾智能,卖出,21.7226,-75000,1629198
20241226,,301110,青木科技,卖出,75.4936,-3900,294425
20241226,,300793,佳禾智能,卖出,21.9,-43800,959220
20241226,,300793,佳禾智能,卖出,21.9042,-64000,1401866
20241226,,300793,佳禾智能,卖出,22.013,-64000,1408831
20241226,,603777,来伊份,卖出,16.9994,-26700,453885
20241226,,300793,佳禾智能,卖出,22.3002,-51112,1139807.6
20241226,,603777,来伊份,卖出,16.4016,-14200,232903
20241226,,300793,佳禾智能,卖出,22.4412,-31300,702410
20241226,,300793,佳禾智能,卖出,22.3088,-22300,497486
20241226,,300793,佳禾智能,卖出,22.2638,-23488,522931.88
20241226,,603777,来伊份,卖出,16.3311,-13900,227002
20241226,,603777,来伊份,卖出,16.38,-2500,40950
20241226,,603777,来伊份,卖出,16.1708,-13200,213455
20241226,,603777,来伊份,卖出,16.1239,-51600,831992
20241226,,603777,来伊份,卖出,16.07,-2600,41782
20241226,,603777,来伊份,卖出,15.96,-34700,553812
20241226,,603777,来伊份,卖出,15.9505,-43800,698630
20241226,,603777,来伊份,卖出,15.95,-39400,628430
20241226,,603777,来伊份,卖出,15.8828,-60180,955825.2
20241226,,603777,来伊份,卖出,15.7843,-26600,419862
20241226,,603777,来伊份,卖出,15.8032,-23900,377697
20241226,,603777,来伊份,卖出,16.8148,-61100,1027383
20241226,,603777,来伊份,卖出,16.5,-45800,755700
20241226,,603777,来伊份,卖出,16.45,-34300,564235
20241226,,603777,来伊份,卖出,16.4233,-25800,423722
20241226,,603777,来伊份,卖出,16.45,-77420,1273559
20241227,10:30:00,603777,来伊份,买入,14.81,250000,3702500
20241227,10:30:00,002577,雷柏科技,买入,20.3366,266800,5425816
20241227,10:30:00,002577,雷柏科技,买入,19.8792,179500,3568320
20241227,10:30:00,600580,卧龙电驱,买入,18.7,385500,7208850
20241230,,600580,卧龙电驱,卖出,19.75,-385500,7613625
20241230,10:30:00,002045,国光电器,买入,22.75,235600,5359900
20241230,10:30:00,002577,雷柏科技,买入,21.54,63700,1372098
20241230,,002577,雷柏科技,卖出,22.0295,-44600,982517
20241230,,002577,雷柏科技,卖出,21.79,-8400,183036
20241230,,002577,雷柏科技,卖出,21.52,-22200,477744
20241230,,002577,雷柏科技,卖出,21.17,-37100,785407
20241230,,603777,来伊份,卖出,14.17,-43000,609310
20241230,,603777,来伊份,卖出,14.0715,-55100,775339
20241230,,002577,雷柏科技,卖出,21.89,-18300,400587
20241230,,002577,雷柏科技,卖出,21.78,-14100,307098
20241230,,603777,来伊份,卖出,14.0024,-50100,701518
20241230,,603777,来伊份,卖出,14.0303,-37600,527538
20241230,,603777,来伊份,卖出,14.12,-28200,398184
20241230,,603777,来伊份,卖出,14.15,-21200,299980
20241230,,603777,来伊份,卖出,14.15,-63600,899940
20241230,,002577,雷柏科技,卖出,20.5001,-7500,153751
20241230,,002577,雷柏科技,卖出,20.4664,-9800,200571
20241230,,002577,雷柏科技,卖出,20.5633,-9400,193295
20241230,,002577,雷柏科技,卖出,20.5511,-9100,187015
20241230,,002577,雷柏科技,卖出,20.5115,-26500,543555
20241230,,002577,雷柏科技,卖出,20.5018,-23900,489993
20241230,,002577,雷柏科技,卖出,20.41,-21500,438815
20241230,,002577,雷柏科技,卖出,20.4275,-19300,394251
20241230,,002577,雷柏科技,卖出,20.5,-17400,356700
20241230,,002577,雷柏科技,卖出,20.5013,-29800,610940
20241230,,002577,雷柏科技,卖出,20.6004,-31800,655092
20241230,,002577,雷柏科技,卖出,20.5808,-23900,491880
20241230,,002577,雷柏科技,卖出,20.5189,-17900,367288
20241230,,002577,雷柏科技,卖出,20.4503,-17900,366061
20241230,,002577,雷柏科技,卖出,20.49,-8900,182361
20241230,,002577,雷柏科技,卖出,20.49,-27000,553230
20241231,,002577,雷柏科技,卖出,20.2322,-31300,633267
20241231,10:30:00,300548,博创科技,买入,46.4981,75000,3487354
20241231,10:30:00,603286,日盈电子,买入,20.59,35400,728886
20241231,,002045,国光电器,卖出,23.09,-51300,1184517
20241231,,002577,雷柏科技,卖出,19.9092,-32400,645058
20241231,,002045,国光电器,卖出,22.8,-46000,1048800
20241231,,002045,国光电器,卖出,22.89,-34500,789705
20241231,,002045,国光电器,卖出,22.87,-3000,68610
20241231,,002045,国光电器,卖出,22.13,-25200,557676
20241231,,002045,国光电器,卖出,22.07,-50200,1107914
20241231,,002045,国光电器,卖出,22.04,-25400,559816
