成交日期,成交时间,证券代码,证券名称,买卖方向,成交价格,成交数量,成交金额
20170728,10:06:00,600516,方大炭素,证券卖出,29.58,2000,59160.00
20170731,9:31:00,600117,西宁特钢,证券买入,8.15,13700,111655.00
20170801,14:59:00,600117,西宁特钢,证券卖出,8.81,13700,120697.00
20170802,15:00:00,300649,杭州园林,证券买入,72.67,1600,116272.00
20170803,10:00:00,300649,杭州园林,证券卖出,76.23,1600,121974.40
20170803,11:19:00,601011,宝泰隆,证券买入,10.50,12000,126000.00
20170804,10:36:00,601011,宝泰隆,证券卖出,10.74,12000,128880.00
20170804,14:39:00,603676,卫信康,证券买入,15.72,8200,128904.00
20170807,9:37:00,603676,卫信康,证券卖出,16.98,8200,139219.60
20170807,9:52:00,600569,安阳钢铁,证券买入,4.18,33300,139194.00
20170808,9:33:00,600569,安阳钢铁,证券卖出,4.41,33300,146853.00
20170808,11:12:00,600516,方大炭素,证券买入,33.07,4400,145508.00
20170809,10:38:00,600516,方大炭素,证券卖出,30.53,4400,134332.00
20170809,13:55:00,600569,安阳钢铁,证券买入,4.48,30100,134848.00
20170810,9:25:00,600569,安阳钢铁,证券卖出,4.60,30100,138460.00
20170810,9:31:00,300676,华大基因,证券买入,109.30,1200,131160.00
20170811,9:36:00,300676,华大基因,证券卖出,102.69,1200,123228.00
20170811,9:36:00,002580,圣阳股份,证券买入,8.98,7200,64656.00
20170811,9:44:00,000615,京汉股份,证券买入,14.69,4400,64636.00
20170814,9:53:00,002580,圣阳股份,证券卖出,9.16,7200,65952.00
20170814,9:57:00,601619,嘉泽新能,证券买入,8.20,8000,65600.00
20170814,11:25:00,000615,京汉股份,证券卖出,15.74,4400,69269.20
20170815,9:38:00,601619,嘉泽新能,证券卖出,9.14,8000,73120.00
20170816,9:44:00,600516,方大炭素,证券买入,31.01,4500,139545.00
20170817,9:37:00,600516,方大炭素,证券卖出,29.91,4500,134595.00
20170817,10:53:00,000688,建新矿业,证券买入,9.77,14000,136780.00
20170818,14:34:00,000688,建新矿业,证券卖出,10.03,14000,140420.00
20170821,9:25:00,603602,纵横通信,证券买入,42.61,3200,136352.00
20170824,13:13:00,603602,纵横通信,证券卖出,56.68,3200,181376.00
20170824,14:28:00,601858,中国科传,证券买入,13.70,13400,183580.00
20170825,10:01:00,601858,中国科传,证券卖出,14.63,13400,196015.20
20170825,10:32:00,600740,山西焦化,证券买入,9.70,20200,195940.00
20170828,13:43:00,600740,山西焦化,证券卖出,10.08,20200,203616.00
